timestamp,unit_id,cycle,batt_voltage,batt_current,batt_internal_resistance,batt_soh,batt_temp,batt_charge_cycles,batt_capacity_ah,seeker_coolant_temp,seeker_coolant_pressure,seeker_cooldown_time,seeker_lock_time,seeker_sensor_drift,seeker_signal_noise_ratio,gyro_vibration_rms,gyro_spinup_time,gyro_alignment_drift,gyro_bearing_temp,gyro_acoustic_emission,tube_temp_post_fire,tube_bore_wear_mm,tube_recoil_deviation_pct,tube_corrosion_index,tube_wall_thickness_mm,round_count,op_hours,time_since_maintenance,ambient_temp,humidity_pct,dust_exposure,storage_duration_days,rul_battery,rul_seeker,rul_gyro,health_label,failure_within_50h,anomaly_flag
2023-01-02 02:18:42.248579631,STG-001,11,27.64,8.5,0.01,100.0,27.2,9,2.472,-68.1,5.35,1.41,0.96,0.0414,47.2,0.562,0.86,0.0142,28.8,31.1,106.6,0.0,2.42,4.36,5.945,8,26.3,3.1,2.7,72.2,2.85,283,471,1038,1649,0,0,0
2023-01-02 09:32:00.934086085,STG-001,12,27.89,8.14,0.0209,99.4,27.1,11,2.451,-63.7,4.78,1.29,0.61,0.0827,43.0,0.321,0.78,0.0,27.0,30.0,78.3,0.006,-1.93,2.51,5.857,7,33.5,5.4,5.5,52.5,0.0,189,469,1041,1624,0,0,0
2023-01-02 07:21:12.200234445,STG-001,13,27.64,8.08,0.0217,99.7,28.8,11,2.5,-64.6,5.24,1.57,0.71,0.093,44.8,0.743,0.9,0.0138,21.1,30.8,75.6,0.0033,-0.93,3.76,5.96,6,31.4,1.7,1.2,70.4,0.05,45,484,1046,1642,0,0,0
2023-01-01 19:50:56.954154542,STG-001,14,28.0,8.24,0.01,98.9,26.0,16,2.459,-66.3,5.01,1.61,1.15,0.0545,44.1,0.0,0.91,0.0122,28.9,31.7,80.6,0.0105,-0.82,3.1,5.976,11,19.8,4.0,2.3,60.2,3.12,53,481,1044,1662,0,0,0
2023-01-03 03:36:35.553645233,STG-001,15,28.0,8.46,0.0208,100.0,23.6,11,2.5,-64.9,4.89,0.86,0.91,0.0,41.9,0.231,0.83,0.0256,23.3,30.0,76.8,0.0182,0.56,3.62,5.928,9,51.6,8.6,-6.3,50.9,3.45,359,455,1037,1660,0,0,0
2023-01-03 03:27:49.129886614,STG-001,16,28.0,8.75,0.0116,98.4,25.2,15,2.479,-66.0,4.75,0.85,0.73,0.0,48.5,0.668,1.02,0.0198,20.0,34.2,84.6,0.0138,0.99,2.53,5.919,14,51.5,6.6,-6.1,54.1,2.68,237,458,1067,1673,0,0,0
2023-01-02 20:11:19.698738794,STG-001,17,28.0,7.34,0.0254,97.7,26.5,15,2.44,-66.1,4.63,1.02,0.82,0.0247,42.3,0.003,0.81,0.0,23.0,32.1,83.8,0.0241,-0.76,3.86,5.859,7,44.2,7.7,-1.5,52.3,2.54,334,471,1046,1622,0,0,0
2023-01-02 20:15:47.896515877,STG-001,18,27.94,8.47,0.0272,99.9,25.6,18,2.481,-65.7,5.08,1.7,0.55,0.0,45.3,0.749,0.99,0.0022,25.1,33.7,112.7,0.0254,1.6,4.17,5.793,22,44.3,2.9,-7.4,60.6,2.42,304,471,1066,1575,0,0,0
2023-01-03 03:45:00.272593220,STG-001,19,28.0,7.95,0.0255,100.0,25.7,16,2.5,-62.7,5.07,1.4,0.97,0.0765,43.2,0.336,0.91,0.016,28.6,34.1,94.9,0.0114,-0.66,3.07,5.947,11,51.8,3.1,-6.0,49.9,1.38,178,456,1021,1592,0,0,0
2023-01-03 08:28:18.581814373,STG-001,20,28.0,8.33,0.0382,100.0,22.3,16,2.5,-64.7,5.0,1.48,0.97,0.1393,45.0,0.463,0.93,0.0005,26.9,30.0,100.6,0.0447,-1.11,2.64,5.887,16,56.5,7.8,-7.8,55.3,1.83,209,482,1015,1631,0,0,0
2023-01-03 06:37:52.624846453,STG-001,21,27.48,8.19,0.0113,98.0,26.3,22,2.449,-67.0,5.01,1.19,0.59,0.0,40.1,0.842,1.05,0.0008,28.1,31.3,102.3,0.0343,2.85,2.9,6.0,16,54.6,2.2,-2.5,65.3,1.08,343,464,1014,1585,0,0,0
2023-01-03 08:44:14.422381006,STG-001,22,28.0,8.58,0.01,100.0,23.1,20,2.5,-66.8,5.12,1.44,0.74,0.0485,44.8,0.851,0.71,0.0128,26.6,31.5,73.6,0.0472,-0.15,2.41,5.942,19,56.7,6.8,-3.3,45.7,1.0,130,466,1016,1641,0,0,0
2023-01-03 19:45:31.797149078,STG-001,23,28.0,8.21,0.0225,98.6,26.7,22,2.478,-65.5,4.97,1.6,0.5,0.0,45.3,0.448,0.83,0.0102,22.6,30.5,78.2,0.0321,-2.42,3.66,5.909,14,67.8,9.8,-9.3,40.3,3.48,255,461,1024,1633,0,0,0
2023-01-03 23:56:33.602012985,STG-001,24,27.96,8.13,0.0162,100.0,28.4,23,2.5,-64.2,5.01,1.67,0.79,0.011,41.6,0.0,0.85,0.0041,26.3,30.0,88.2,0.0395,-2.53,4.07,5.96,25,71.9,6.6,0.4,54.4,2.92,172,463,1025,1561,0,0,0
2023-01-03 23:25:43.008902824,STG-001,25,28.0,8.02,0.0286,100.0,28.4,21,2.5,-63.7,5.0,1.65,0.77,0.0702,43.6,0.77,0.69,0.0121,22.8,34.7,96.0,0.0421,-2.74,3.62,5.927,19,71.4,9.4,7.5,65.5,1.9,11,457,1007,1613,0,0,0
2023-01-03 22:29:42.904785646,STG-001,26,27.9,7.42,0.0153,95.2,23.0,23,2.356,-65.4,4.82,1.21,0.6,0.0,41.3,0.71,0.81,0.0,32.4,30.8,118.9,0.0323,0.27,3.51,5.84,24,70.5,9.5,3.1,66.7,1.1,95,465,993,1652,0,0,0
2023-01-03 20:37:59.031708482,STG-001,27,27.36,8.24,0.01,97.2,24.9,26,2.435,-66.4,4.8,1.53,0.69,0.0597,43.7,0.752,0.94,0.0087,25.1,35.6,103.3,0.0493,-0.24,3.6,5.828,26,68.6,12.6,-5.1,74.8,1.11,61,458,1050,1603,0,0,0
2023-01-04 04:04:08.493045633,STG-001,28,27.8,8.29,0.0325,97.9,28.2,27,2.437,-67.0,5.12,1.71,1.25,0.0,44.0,0.979,0.82,0.0103,26.7,32.5,98.6,0.0527,-1.37,3.54,5.825,21,76.1,10.5,-3.0,55.6,1.93,44,455,1015,1597,0,0,0
2023-01-04 02:44:21.626381474,STG-001,29,28.0,8.02,0.0193,96.7,27.2,28,2.416,-65.7,4.9,0.96,0.7,0.0732,41.7,0.699,0.88,0.0146,21.2,37.3,98.6,0.0464,-1.61,3.63,5.856,24,74.7,11.2,-4.8,66.0,1.32,6,460,992,1571,0,0,0
2023-01-04 10:22:09.033475179,STG-001,30,28.0,7.98,0.013,97.4,29.0,28,2.475,-65.2,4.83,2.26,0.72,0.0666,41.3,0.651,0.83,0.0021,24.9,31.3,96.5,0.0532,2.85,2.42,5.852,24,82.4,14.1,5.3,46.1,1.46,339,453,1013,1676,0,0,0
2023-01-04 05:27:06.839821891,STG-001,31,28.0,8.51,0.0232,99.2,27.8,28,2.435,-64.8,5.16,1.46,1.08,0.0358,47.8,0.569,0.74,0.0027,27.2,34.4,95.9,0.0407,1.32,2.61,5.873,25,77.5,14.8,1.0,53.0,1.34,142,463,996,1689,0,0,0
2023-01-04 11:49:59.222326379,STG-001,32,28.0,7.5,0.01,99.9,25.3,32,2.5,-64.2,4.72,1.93,0.98,0.0362,42.0,0.421,0.68,0.0077,24.9,34.3,101.4,0.0324,0.67,2.68,5.836,22,83.8,12.3,1.0,42.0,0.88,23,453,1008,1530,0,0,0
2023-01-04 09:18:23.733437023,STG-001,33,27.39,7.89,0.019,99.4,27.1,36,2.5,-66.9,4.66,1.03,1.06,0.0913,43.7,1.046,0.86,0.0193,23.6,32.3,107.9,0.0639,-1.14,2.54,5.916,31,81.3,10.9,-0.5,50.8,1.02,300,438,990,1556,0,0,0
2023-01-04 10:43:03.639115083,STG-001,34,28.0,8.24,0.0266,96.1,26.7,34,2.418,-64.7,5.04,2.24,0.81,0.027,45.4,0.866,0.91,0.0,30.1,30.0,87.7,0.0594,0.7,3.81,5.851,30,82.7,8.0,-0.7,65.8,0.74,293,454,1019,1599,0,0,0
2023-01-04 23:55:19.253782078,STG-001,35,28.0,8.84,0.0169,99.7,22.7,35,2.5,-63.2,5.37,1.79,0.5,0.0705,47.7,0.5,0.73,0.0119,28.4,33.6,100.1,0.0437,0.47,2.63,5.798,30,95.9,9.2,-6.9,64.2,1.64,101,434,989,1681,0,0,0
2023-01-05 04:02:04.206833172,STG-001,36,27.71,7.92,0.0186,99.8,24.2,36,2.496,-67.8,5.04,1.98,0.98,0.0,40.0,0.463,0.75,0.0145,30.6,32.7,86.1,0.08,0.1,3.25,5.823,33,100.0,15.6,-1.8,54.9,2.17,106,441,990,1588,0,0,0
2023-01-05 03:01:53.355054581,STG-001,37,28.0,8.74,0.032,97.8,24.8,37,2.452,-62.2,4.79,1.6,0.67,0.1293,40.7,0.291,0.81,0.0137,28.8,35.5,104.7,0.0786,-2.31,3.5,5.815,32,99.0,13.4,-2.0,60.9,0.48,25,441,1001,1534,0,0,0
2023-01-05 01:03:41.857776544,STG-001,38,28.0,8.95,0.0273,97.3,29.2,33,2.452,-63.2,4.65,1.9,0.79,0.0,43.5,0.76,1.02,0.0181,24.1,30.0,81.3,0.0739,0.4,4.48,5.72,37,97.1,17.0,-5.0,60.1,2.98,240,433,962,1531,0,0,0
2023-01-05 08:17:32.829696590,STG-001,39,28.0,7.84,0.0132,100.0,26.0,40,2.5,-61.5,5.04,1.59,0.77,0.0258,42.7,0.801,0.78,0.0,20.0,33.3,69.5,0.0719,3.97,3.22,5.847,34,104.3,12.7,0.4,56.0,0.88,105,446,1001,1540,0,0,0
2023-01-05 08:28:32.846124951,STG-001,40,28.0,8.76,0.0169,97.1,27.4,37,2.441,-63.6,4.64,1.38,1.02,0.0,43.7,0.0,0.85,0.0091,24.5,32.9,104.5,0.0663,1.19,4.35,5.788,35,104.5,13.5,3.6,71.1,2.04,215,470,1003,1589,0,0,0
2023-01-05 18:46:47.782545639,STG-001,41,28.0,8.68,0.0146,94.3,24.0,42,2.375,-66.0,4.8,1.36,0.73,0.0676,43.8,0.717,1.03,0.0,26.0,30.0,101.8,0.0602,0.09,3.93,5.776,28,114.8,13.6,-5.2,62.1,3.15,266,456,1000,1527,0,0,0
2023-01-05 17:39:17.375379381,STG-001,42,27.69,8.41,0.01,98.1,31.2,39,2.487,-63.8,4.7,1.67,1.08,0.0052,45.0,0.297,0.84,0.0064,25.2,32.6,111.2,0.0537,0.11,3.02,5.776,39,113.7,13.1,0.7,64.4,1.29,64,437,986,1580,0,0,0
2023-01-05 23:26:03.520326693,STG-001,43,27.56,8.77,0.0126,99.0,28.6,40,2.5,-64.5,4.81,1.3,1.01,0.0515,45.5,0.367,0.89,0.0012,27.1,34.7,104.7,0.0866,2.96,3.88,5.815,36,119.4,14.3,-2.6,58.8,1.33,199,436,953,1542,0,0,0
2023-01-05 19:12:54.850868228,STG-001,44,28.0,7.83,0.0237,98.0,27.2,41,2.45,-61.7,5.09,1.65,1.16,0.0779,41.2,0.003,0.81,0.0138,22.4,32.9,112.7,0.0638,-1.15,3.74,5.755,34,115.2,13.8,-12.0,48.0,1.41,123,445,982,1555,0,0,0
2023-01-05 19:24:20.902086844,STG-001,45,28.0,9.28,0.0185,96.0,27.4,40,2.415,-63.1,4.82,1.5,0.84,0.0,44.0,0.645,0.78,0.0065,27.5,31.6,99.2,0.0782,1.67,2.43,5.687,38,115.4,18.2,-1.2,55.8,0.56,228,443,971,1604,0,0,0
2023-01-06 08:11:33.874637586,STG-001,46,27.93,9.72,0.0184,97.4,25.2,43,2.44,-63.3,4.66,1.68,0.68,0.0504,41.7,0.631,0.91,0.0053,22.9,30.0,119.0,0.0652,-0.53,4.27,5.884,37,128.2,16.9,-6.4,71.3,1.86,3,438,925,1572,0,0,0
2023-01-06 09:16:13.691807702,STG-001,47,27.92,8.29,0.01,99.5,27.4,44,2.463,-66.6,4.93,1.61,0.77,0.0,42.3,0.755,0.91,0.0004,26.5,31.2,108.1,0.0742,-1.06,3.77,5.754,42,129.3,17.6,-2.0,52.7,2.55,258,451,987,1556,0,0,0
2023-01-06 12:14:52.523272198,STG-001,48,28.0,9.02,0.0219,95.2,24.9,45,2.429,-64.4,5.28,1.89,0.77,0.0509,45.1,0.521,0.92,0.0046,23.5,30.2,104.9,0.0678,0.04,3.83,5.856,38,132.2,20.3,-3.6,58.3,1.61,43,433,975,1551,0,0,0
2023-01-06 07:52:48.479355495,STG-001,49,27.98,7.31,0.01,92.7,24.8,48,2.306,-64.9,4.79,1.49,1.12,0.0,41.0,0.238,0.89,0.0281,26.4,31.9,84.0,0.0828,0.18,3.18,5.915,37,127.9,20.5,-1.2,50.3,1.87,176,455,955,1530,0,0,0
2023-01-06 18:11:30.997603222,STG-001,50,28.0,9.02,0.0181,95.7,23.5,42,2.414,-66.7,4.98,1.08,1.11,0.1522,42.9,0.429,0.96,0.0178,28.1,31.1,99.9,0.0754,0.24,2.76,5.809,43,138.2,20.6,-5.0,52.7,1.27,306,444,961,1546,0,0,0
2023-01-06 17:36:33.962750503,STG-001,51,28.0,8.88,0.0235,95.8,26.0,49,2.427,-65.6,4.87,1.63,0.76,0.0685,42.1,0.709,0.77,0.0325,30.4,33.4,114.3,0.0751,0.75,3.25,5.77,40,137.6,17.4,0.6,60.8,1.54,132,443,945,1545,0,0,0
2023-01-06 17:11:55.407142363,STG-001,52,28.0,8.66,0.0279,98.0,28.4,48,2.481,-67.4,4.48,1.6,1.07,0.0389,42.3,0.245,0.86,0.0169,24.3,33.9,113.9,0.0929,-0.48,3.94,5.721,42,137.2,18.0,-0.0,65.2,0.46,142,433,955,1534,0,0,0
2023-01-06 22:48:59.171641224,STG-001,53,27.86,7.93,0.0282,95.4,24.0,53,2.402,-65.7,4.59,1.81,0.72,0.1199,44.1,0.315,1.06,0.0121,23.7,32.5,113.3,0.0992,1.63,2.88,5.691,50,142.8,18.6,-3.9,43.3,2.31,319,432,940,1510,0,0,0
2023-01-07 06:48:03.062583443,STG-001,54,28.0,8.56,0.0424,97.6,31.1,50,2.436,-66.0,4.67,1.37,0.85,0.006,40.9,0.506,0.74,0.0208,26.2,30.0,99.0,0.0912,2.33,2.31,5.736,44,150.8,22.2,3.3,55.0,0.94,347,432,926,1512,0,0,0
2023-01-06 22:24:15.270265290,STG-001,55,27.71,8.72,0.0201,98.0,28.6,54,2.414,-63.3,4.73,1.8,0.96,0.0691,39.8,0.858,0.91,0.0053,28.3,32.7,97.4,0.0867,2.59,4.64,5.791,46,142.4,18.0,-0.9,58.5,2.77,306,417,964,1468,0,0,0
2023-01-07 05:14:16.360079966,STG-001,56,28.0,8.47,0.0263,97.0,25.1,53,2.488,-63.3,4.86,1.34,0.82,0.0847,42.5,0.673,0.8,0.0,29.8,33.4,106.2,0.124,4.97,4.42,5.669,55,149.2,19.6,-3.8,58.6,3.47,154,413,922,1513,0,0,0
2023-01-07 08:45:29.759087363,STG-001,57,28.0,7.69,0.0359,100.0,23.7,53,2.5,-66.5,4.92,1.44,1.07,0.0058,37.6,0.531,0.81,0.015,22.0,33.2,84.8,0.0768,-0.67,3.91,5.766,41,152.8,23.1,-4.7,66.7,1.89,304,423,951,1591,0,0,0
2023-01-07 05:58:46.904607784,STG-001,58,27.42,8.48,0.0304,93.7,31.7,56,2.348,-61.9,5.15,1.43,0.61,0.0287,41.0,0.609,0.93,0.032,24.5,33.1,125.6,0.0988,-1.41,3.78,5.73,50,150.0,24.9,-1.8,57.4,2.27,20,435,915,1488,0,0,0
2023-01-07 04:04:29.415572276,STG-001,59,28.0,7.49,0.0186,99.4,23.1,59,2.471,-65.0,5.2,1.26,0.71,0.0,40.4,0.28,1.13,0.0192,28.5,33.5,100.0,0.1205,0.57,4.71,5.633,53,148.1,19.4,-5.5,73.6,0.62,215,442,958,1541,0,0,0
2023-01-07 17:56:01.058416657,STG-001,60,27.77,8.2,0.0192,95.3,27.0,54,2.399,-64.9,4.75,1.77,1.05,0.0,40.5,0.258,0.99,0.013,25.1,30.0,95.0,0.1046,0.78,4.03,5.635,52,161.9,22.3,1.2,56.7,0.9,190,426,926,1520,0,0,0
2023-01-07 18:17:59.357087652,STG-001,61,27.99,9.14,0.0289,95.9,31.7,59,2.386,-64.9,4.56,1.37,0.79,0.0061,42.3,0.878,0.91,0.0151,24.0,32.9,101.2,0.1014,-0.09,2.89,5.654,54,162.3,26.3,-8.7,58.6,1.29,53,418,923,1523,0,0,0
2023-01-08 02:03:25.587636097,STG-001,62,27.76,8.2,0.0134,98.1,28.7,60,2.45,-65.7,4.75,1.69,0.71,0.1451,41.1,0.534,0.9,0.0266,27.0,30.9,119.6,0.0784,2.38,3.4,5.761,50,170.1,22.0,2.5,61.8,1.61,176,419,889,1486,0,0,0
2023-01-08 03:46:03.141704698,STG-001,63,27.59,9.4,0.0336,99.9,26.2,61,2.472,-66.2,4.63,1.06,0.9,0.0,39.6,0.0,0.99,0.0,25.8,32.7,114.7,0.1342,0.7,3.74,5.649,57,171.8,24.0,1.6,51.0,1.36,236,420,931,1507,0,0,0
2023-01-08 04:25:56.563298575,STG-001,64,27.97,9.12,0.01,93.8,31.5,65,2.366,-63.3,4.93,1.74,1.26,0.0531,44.1,0.347,0.95,0.0176,24.1,37.5,109.2,0.1095,0.42,3.24,5.6,54,172.4,24.4,0.8,54.9,0.49,161,428,914,1493,0,0,0
2023-01-08 09:06:00.176881421,STG-001,65,27.96,8.9,0.0337,97.1,30.0,65,2.456,-66.0,4.65,1.51,0.97,0.0847,41.6,0.594,0.83,0.0373,21.2,33.0,116.5,0.1201,-0.15,3.31,5.744,61,177.1,22.1,0.9,53.9,1.46,89,409,925,1545,0,0,0
2023-01-08 04:44:29.396848957,STG-001,66,27.63,8.8,0.021,99.1,24.7,58,2.436,-64.8,5.03,1.52,0.58,0.0,44.3,1.026,1.02,0.0136,22.9,34.8,93.8,0.1156,1.02,4.0,5.687,55,172.7,23.4,-8.4,50.2,2.18,234,418,912,1474,0,0,0
2023-01-08 14:41:34.398226387,STG-001,67,27.88,8.49,0.0166,99.0,26.4,66,2.422,-65.8,5.17,2.02,0.76,0.0,43.7,0.79,0.73,0.026,22.4,34.2,103.2,0.0959,1.43,3.59,5.694,50,182.7,23.1,0.1,53.2,2.05,54,416,913,1478,0,0,0
2023-01-08 15:37:34.154337029,STG-001,68,28.0,8.74,0.0178,99.8,30.1,64,2.479,-63.7,4.57,1.62,0.82,0.0,39.7,0.865,0.86,0.0295,26.5,35.4,117.3,0.1337,0.14,4.44,5.55,65,183.6,22.9,2.6,64.0,1.63,187,409,922,1456,0,0,0
2023-01-08 12:17:27.213393465,STG-001,69,28.0,8.56,0.0107,96.6,29.1,64,2.384,-63.5,5.01,1.46,0.66,0.1116,38.1,0.625,1.11,0.0216,26.8,31.6,120.2,0.1001,1.6,3.54,5.695,58,180.3,27.6,-6.4,51.1,0.76,167,404,910,1488,0,0,0
2023-01-09 04:10:42.014816111,STG-001,70,27.8,8.23,0.0168,98.3,28.2,68,2.467,-65.9,5.27,1.03,0.99,0.104,34.7,0.493,0.96,0.0148,29.0,33.5,105.7,0.1548,0.43,4.55,5.746,68,196.2,26.4,-3.1,54.1,1.4,87,410,936,1471,0,0,0
2023-01-08 19:57:22.311183679,STG-001,71,28.0,9.05,0.028,97.0,24.6,70,2.399,-65.4,4.92,1.07,0.97,0.0,38.7,0.895,0.87,0.0337,24.1,30.0,138.3,0.1064,-0.4,3.29,5.67,54,188.0,26.4,-3.7,53.1,0.92,88,416,888,1430,0,0,0
2023-01-08 17:35:33.677635288,STG-001,72,27.89,8.05,0.0249,95.4,27.9,67,2.419,-64.2,5.38,1.83,1.16,0.1347,42.4,0.243,0.92,0.0115,24.5,36.6,107.2,0.1377,1.86,4.08,5.54,62,185.6,29.0,-4.7,56.7,1.51,247,413,922,1464,0,0,0
2023-01-09 06:27:44.112240272,STG-001,73,28.0,8.75,0.0377,97.2,27.2,69,2.452,-65.0,4.99,1.49,0.98,0.0,41.1,0.622,0.78,0.0147,31.1,31.9,119.6,0.1497,2.37,4.07,5.586,67,198.5,23.0,-1.4,55.2,2.06,257,395,920,1457,0,0,0
2023-01-09 06:18:40.034322242,STG-001,74,28.0,9.12,0.0257,92.1,26.4,71,2.346,-63.4,4.75,1.71,0.5,0.0917,39.8,0.466,0.88,0.0302,24.4,35.6,134.9,0.124,2.35,2.18,5.636,62,198.3,25.1,-5.7,49.2,0.0,68,387,884,1463,0,0,0
2023-01-09 07:30:48.336133586,STG-001,75,28.0,8.12,0.021,94.6,30.3,71,2.378,-63.6,4.95,1.78,1.09,0.0272,40.0,0.322,1.24,0.0322,22.6,30.3,130.2,0.1155,0.07,3.09,5.641,55,199.5,27.9,4.5,57.1,0.0,204,407,888,1465,0,0,0
2023-01-09 13:41:53.455626752,STG-001,76,27.23,8.65,0.024,96.3,26.0,72,2.421,-62.4,4.75,1.55,0.5,0.1244,40.3,0.908,0.88,0.0298,20.0,34.0,113.9,0.1392,3.21,3.15,5.603,64,205.7,29.5,-12.9,59.4,0.0,34,390,909,1494,0,0,0
2023-01-09 10:16:40.991317354,STG-001,77,27.9,8.34,0.01,94.5,27.9,68,2.315,-64.3,5.06,1.31,0.92,0.0,41.7,0.452,0.85,0.027,28.0,32.5,101.4,0.123,0.39,6.03,5.559,63,202.3,26.0,-8.3,65.1,3.87,151,408,887,1444,0,0,0
2023-01-09 09:59:52.755249274,STG-001,78,27.69,8.38,0.0321,93.7,27.8,77,2.376,-64.8,4.89,1.88,0.5,0.0162,41.5,0.429,0.77,0.0271,24.3,30.6,120.9,0.13,-2.84,4.49,5.674,68,202.0,30.6,-1.5,56.5,3.0,85,402,927,1421,0,0,0
2023-01-09 17:05:42.825205967,STG-001,79,28.0,8.39,0.01,98.0,32.0,73,2.421,-66.4,4.8,1.82,0.62,0.1209,40.3,0.928,0.88,0.0319,31.8,31.7,97.8,0.1499,-1.37,4.21,5.648,73,209.1,29.0,5.4,68.4,0.0,135,419,904,1478,0,0,0
2023-01-09 15:35:54.748891903,STG-001,80,28.0,8.21,0.0103,98.1,24.5,78,2.448,-64.0,4.6,1.88,0.66,0.076,42.3,0.757,0.99,0.0162,22.1,30.0,101.3,0.137,0.08,4.03,5.585,68,207.6,25.2,-12.6,51.7,2.63,317,395,885,1444,0,0,0
2023-01-10 02:48:49.337027103,STG-001,81,28.0,8.29,0.0105,93.5,30.6,78,2.344,-67.4,4.56,1.43,0.88,0.1167,42.5,0.707,1.13,0.0407,25.6,35.0,102.8,0.1289,3.82,4.18,5.449,67,218.8,28.2,1.0,76.5,0.6,181,393,880,1471,0,0,0
2023-01-10 05:37:45.287138857,STG-001,82,27.45,9.38,0.0269,95.7,30.1,76,2.393,-64.1,4.66,1.27,0.99,0.0305,44.5,0.729,1.02,0.0357,28.8,34.1,171.8,0.127,0.02,3.71,5.617,69,221.6,30.8,-2.2,66.5,2.95,188,412,914,1397,0,0,0
2023-01-10 13:33:26.562569678,STG-001,83,28.0,9.44,0.0294,93.8,26.9,78,2.345,-63.4,5.19,1.81,0.95,0.0291,41.5,0.009,1.13,0.0127,25.2,34.4,130.3,0.1381,0.05,3.68,5.583,75,229.6,28.9,-3.0,58.6,2.52,7,396,876,1466,0,0,0
2023-01-10 06:52:55.158044827,STG-001,84,27.44,9.27,0.01,95.6,31.0,80,2.426,-65.8,5.06,1.68,0.9,0.068,40.7,0.368,0.89,0.0093,24.7,30.9,127.4,0.1252,1.39,4.17,5.598,68,222.9,30.9,-2.1,53.6,1.3,295,389,921,1426,0,0,0
2023-01-10 10:10:57.889180364,STG-001,85,27.46,9.63,0.0309,93.4,27.2,81,2.377,-61.9,5.19,2.31,0.89,0.0681,37.7,0.245,1.0,0.0126,24.4,31.5,119.5,0.1365,1.76,3.65,5.586,71,226.2,34.8,-4.2,66.9,1.72,331,397,918,1398,0,0,0
